Customer Id,Age,Edu,Years Employed,Income,Card Debt,Other Debt,Defaulted,Address,DebtIncomeRatio
486,32,2,7,32,0.433,0.943,0,NBA010,4.3
487,35,1,15,40,1.214,6.186,0,NBA011,18.5
488,41,1,24,100,5.06,6.44,0,NBA015,11.5
489,21,2,1,16,0.242,2.638,1,NBA002,18
490,23,1,2,25,0.124,1.001,1,NBA001,4.5
491,25,1,6,22,2.262,2.182,0,NBA006,20.2
492,40,1,12,89,2.772,12.714,0,NBA006,17.4
493,38,1,11,35,1.266,1.534,0,NBA013,8
494,49,2,14,63,0.936,9.018,,NBA026,15.8
495,40,1,13,28,0.965,0.687,0,NBA002,5.9
496,29,2,1,25,0.569,2.031,0,NBA007,10.4
497,25,1,3,18,0.352,2.582,1,NBA002,16.3
498,33,1,14,72,15.017,14.719,1,NBA008,41.3
499,37,2,11,47,1.597,2.915,,NBA011,9.6
500,24,1,1,18,0.239,0.823,1,NBA000,5.9
501,29,2,4,37,1.16,1.282,1,NBA003,6.6
502,28,2,0,29,2.148,1.709,1,NBA007,13.3
503,37,2,15,108,5.251,7.493,,NBA011,11.8
504,47,2,27,107,1.638,4.889,,NBA007,6.1
505,31,2,2,26,0.283,1.485,1,NBA001,6.8
506,28,3,5,44,0.773,3.055,0,NBA009,8.7
507,39,2,15,32,0.422,1.146,0,NBA019,4.9
508,33,2,2,35,2.124,5.891,1,NBA014,22.9
509,41,2,19,68,1.507,2.437,0,NBA002,5.8
510,29,2,1,29,2.33,3.818,1,NBA007,21.2
511,31,1,2,22,1.092,1.702,1,NBA004,12.7
512,28,4,0,38,0.636,3.316,0,NBA005,10.4
513,35,1,0,34,1.37,2.404,1,NBA005,11.1
514,54,1,25,120,14.596,17.204,1,NBA012,26.5
515,39,1,19,53,0.19,1.771,,NBA016,3.7
516,46,1,9,31,1.617,2.661,0,NBA023,13.8
517,23,2,3,22,1.274,1.234,1,NBA003,11.4
518,28,2,6,38,0.774,1.962,0,NBA007,7.2
519,24,1,3,15,0.073,1.622,1,NBA005,11.3
520,41,2,7,63,4.638,5.064,0,NBA017,15.4
521,43,2,9,60,4.039,8.201,1,NBA005,20.4
522,27,3,3,35,1.601,3.054,0,NBA004,13.3
523,33,4,4,22,0.566,0.644,,NBA012,5.5
524,28,1,2,18,1.939,0.725,1,NBA000,14.8
525,48,1,13,38,0.722,3.382,,NBA011,10.8
526,35,3,1,20,0.853,0.727,0,NBA004,7.9
527,31,1,11,28,0.345,0.999,1,NBA006,4.8
528,42,2,14,48,1.201,2.927,1,NBA001,8.6
529,29,1,1,18,1.981,2.627,1,NBA003,25.6
530,36,1,4,17,0.521,2.42,0,NBA015,17.3
531,29,1,4,24,0.867,1.005,,NBA000,7.8
532,31,1,12,31,2.057,5.29,0,NBA004,23.7
533,43,4,18,446,16.031,12.959,1,NBA014,6.5
534,41,2,13,93,9.542,4.129,,NBA001,14.7
535,31,1,9,28,0.048,0.624,0,NBA010,2.4
536,31,1,6,45,0.585,2.7,,NBA001,7.3
537,28,2,2,23,0.187,1.285,1,NBA003,6.4
538,35,1,7,29,0.264,1.157,0,NBA014,4.9
539,38,1,5,21,0.45,1.44,0,NBA013,9
540,40,1,14,43,2.793,3.657,1,NBA021,15
541,39,1,20,116,2.24,2.516,,NBA008,4.1
542,38,2,8,38,0.029,0.199,0,NBA016,0.6
543,27,3,4,40,0.284,0.956,1,NBA001,3.1
544,49,1,11,39,2.458,1.481,0,NBA005,10.1
545,38,1,18,45,0.535,2.615,0,NBA007,7
546,43,1,16,89,0.159,0.197,0,NBA007,0.4
547,36,2,9,49,0.818,3.396,1,NBA006,8.6
548,37,1,4,23,0.87,1.982,0,NBA000,12.4
549,46,3,22,99,0.827,1.45,0,NBA004,2.3
550,22,2,0,20,0.207,0.913,0,NBA003,5.6
551,47,1,13,51,3.739,8.399,0,NBA025,23.8
552,47,3,16,266,2.192,3.128,,NBA007,2
553,30,4,2,25,1.77,0.73,0,NBA008,10
554,51,2,19,159,1.068,3.384,0,NBA025,2.8
555,28,1,10,42,1.047,2.565,,NBA001,8.6
556,50,1,6,21,1.317,1.392,,NBA027,12.9
557,43,1,24,254,7.002,12.556,,NBA022,7.7
558,46,2,9,15,0.015,0.63,0,NBA026,4.3
559,29,1,7,20,1.006,2.954,1,NBA005,19.8
560,26,1,1,21,0.608,0.421,0,NBA000,4.9
561,45,1,14,46,1.262,1.084,,NBA026,5.1
562,39,1,22,52,1.155,0.509,0,NBA003,3.2
563,30,2,10,22,1.41,2.132,0,NBA004,16.1
564,41,3,7,56,0.374,7.746,1,NBA006,14.5
565,25,2,4,27,0.549,0.801,1,NBA005,5
566,34,1,16,48,1.474,2.174,0,NBA009,7.6
567,44,3,7,78,3.153,5.037,,NBA016,10.5
568,25,1,4,23,0.252,0.944,0,NBA000,5.2
569,39,1,20,67,3.834,16.668,0,NBA009,30.6
570,26,1,4,20,0.319,0.761,0,NBA003,5.4
571,31,1,8,41,0.134,5.032,0,NBA003,12.6
572,40,3,5,220,8.166,27.034,1,NBA003,16
573,42,1,6,31,1.025,2.571,0,NBA009,11.6
574,23,1,1,21,1.21,0.554,1,NBA000,8.4
575,34,1,9,48,0.42,4.044,0,NBA008,9.3
576,28,4,0,29,1.425,5.593,0,NBA007,24.2
577,29,1,6,21,1.11,2.691,0,NBA007,18.1
578,29,2,3,26,0.538,1.048,1,NBA006,6.1
579,24,2,2,26,0.888,1.634,1,NBA003,9.7
580,53,1,9,50,2.016,3.584,1,NBA018,11.2
581,39,1,19,60,9.593,6.667,1,NBA015,27.1
582,28,4,2,41,0.459,0.566,1,NBA004,2.5
583,38,1,16,37,0.083,3.099,,NBA008,8.6
584,39,1,12,46,0.561,1.739,0,NBA010,5
585,38,1,18,44,0.606,1.374,0,NBA019,4.5
586,34,4,6,27,1.982,7.549,1,NBA003,35.3
587,31,1,11,45,2.739,4.911,0,NBA012,17
588,40,1,2,32,0.854,0.33,0,NBA004,3.7
589,32,1,8,26,0.326,0.74,0,NBA006,4.1
590,35,2,12,64,1.45,8.15,,NBA012,15
591,29,2,3,32,1.071,1.809,,NBA009,9
592,44,2,12,86,1.476,9.704,0,NBA005,13
593,48,2,9,44,2.134,0.462,,NBA022,5.9
594,41,2,6,36,4.514,2.506,1,NBA000,19.5
595,28,1,0,28,2.284,7.04,1,NBA002,33.3
596,29,1,3,23,1.104,1.035,,NBA010,9.3
597,24,1,1,16,0.878,0.274,,NBA004,7.2
598,25,1,9,18,0.066,0.15,0,NBA004,1.2
599,43,2,16,83,0.259,3.144,0,NBA010,4.1
600,45,1,12,37,1.343,2.172,0,NBA019,9.5
601,35,1,13,35,0.432,1.143,0,NBA015,4.5
602,34,1,13,51,1.875,3.021,0,NBA011,9.6
603,29,1,2,14,0.587,1.429,1,NBA000,14.4
604,32,2,11,75,7.759,9.716,1,NBA006,23.3
605,27,3,6,26,0.93,1.774,0,NBA004,10.4
606,39,1,16,57,1.559,9.499,0,NBA020,19.4
607,37,4,2,29,2.782,1.684,,NBA001,15.4
608,31,4,1,29,1.065,2.154,0,NBA006,11.1
609,28,1,4,28,0.437,3.539,1,NBA002,14.2
610,27,2,8,38,0.364,2.258,0,NBA004,6.9
611,31,1,8,27,0.674,0.784,,NBA004,5.4
612,31,1,9,26,0.31,0.86,0,NBA005,4.5
613,32,1,0,20,0.263,0.337,1,NBA004,3
614,29,2,9,36,0.127,0.377,0,NBA003,1.4
615,31,2,9,53,1.195,5.96,0,NBA008,13.5
616,32,2,5,43,1.806,4.644,1,NBA005,15
617,39,1,6,42,2.541,5.817,1,NBA019,19.9
618,27,2,7,30,0.448,0.752,1,NBA008,4
619,29,1,13,42,1.458,1.65,1,NBA001,7.4
620,31,1,11,34,0.298,2.014,0,NBA006,6.8
621,41,2,22,75,9.877,7.823,0,NBA017,23.6
622,30,1,1,27,1.275,2.046,,NBA001,12.3
623,35,2,0,22,1.97,1.33,1,NBA016,15
624,38,2,2,22,1.209,3.785,1,NBA016,22.7
625,29,1,1,17,0.157,0.982,0,NBA009,6.7
626,37,1,7,32,2.697,3.575,0,NBA003,19.6
627,26,1,8,25,0.21,0.965,0,NBA004,4.7
628,27,1,0,16,0.13,0.046,0,NBA005,1.1
629,42,2,18,66,1.641,4.695,0,NBA023,9.6
630,45,3,8,140,4.184,15.276,,NBA001,13.9
631,51,4,15,26,2.012,1.524,,NBA030,13.6
632,36,1,10,28,0.815,2.321,1,NBA000,11.2
633,48,1,17,66,1.468,0.644,0,NBA022,3.2
634,45,1,10,52,0.932,1.876,0,NBA014,5.4
635,47,1,16,110,5.821,8.039,,NBA019,12.6
636,26,1,6,22,0.721,1.545,0,NBA000,10.3
637,35,1,12,30,1.899,2.721,,NBA003,15.4
638,50,3,10,80,2.479,7.281,0,NBA020,12.2
639,30,1,11,33,0.682,2.09,0,NBA001,8.4
640,49,2,22,79,0.288,5.479,0,NBA004,7.3
641,36,1,1,16,0.433,1.055,0,NBA004,9.3
642,24,2,3,19,0.359,0.458,0,NBA000,4.3
643,42,5,6,190,3.157,11.663,0,NBA023,7.8
644,28,2,0,30,0.121,1.319,1,NBA003,4.8
645,52,2,12,76,0.995,4.857,0,NBA016,7.7
646,39,2,9,56,4.765,5.707,0,NBA016,18.7
647,40,2,15,138,1.222,4.436,,NBA019,4.1
648,29,2,0,22,1.039,1.799,1,NBA008,12.9
649,40,1,8,28,0.534,0.474,0,NBA017,3.6
650,27,1,10,34,0.851,1.359,0,NBA006,6.5
651,24,3,2,16,0.27,0.754,1,NBA005,6.4
652,26,2,5,28,1.024,1.16,0,NBA007,7.8
653,40,3,16,116,1.614,12.422,0,NBA006,12.1
654,50,2,16,71,1.663,6.218,0,NBA014,11.1
655,30,1,0,20,0.622,0.458,,NBA002,5.4
656,26,2,6,30,0.144,0.156,0,NBA006,1
657,35,1,10,28,0.11,0.254,,NBA008,1.3
658,37,3,16,50,7.32,10.98,1,NBA014,36.6
659,52,5,9,70,1.329,5.251,1,NBA000,9.4
660,24,1,5,46,0.53,1.218,,NBA001,3.8
661,28,1,3,26,0.432,2.168,0,NBA006,10
662,29,2,6,57,0.453,0.801,0,NBA007,2.2
663,35,1,11,77,1.1,2.519,,NBA012,4.7
664,54,1,18,114,3.295,6.395,0,NBA034,8.5
665,32,1,10,32,1.168,2.448,0,NBA013,11.3
666,32,1,11,53,0.089,1.66,0,NBA002,3.3
667,36,1,14,81,1.785,4.047,0,NBA011,7.2
668,31,1,12,24,0.442,1.142,0,NBA009,6.6
669,28,1,11,24,0.107,0.469,0,NBA006,2.4
670,34,1,10,33,2.502,0.897,1,NBA001,10.3
671,53,4,7,61,1.875,2.944,0,NBA011,7.9
672,50,1,8,47,0.399,2.844,0,NBA027,6.9
673,52,4,13,234,7.387,10.631,0,NBA017,7.7
674,30,2,4,15,0.35,0.625,0,NBA008,6.5
675,26,2,0,28,1.271,1.333,0,NBA007,9.3
676,42,2,21,121,1.365,2.386,0,NBA011,3.1
677,27,1,6,43,0.883,1.224,0,NBA006,4.9
678,41,1,14,52,0.926,2.87,0,NBA008,7.3
679,27,1,10,31,1.362,4.001,0,NBA006,17.3
680,32,1,12,33,0.795,2.901,,NBA010,11.2
681,37,1,12,44,2.995,3.473,0,NBA014,14.7
682,29,1,3,17,0.47,1.06,0,NBA001,9
683,27,1,9,45,2.852,5.158,1,NBA006,17.8
684,50,3,25,94,1.734,3.248,,NBA007,5.3
685,21,3,0,24,0.833,1.015,0,NBA002,7.7
686,41,4,14,44,0.353,0.395,0,NBA003,1.7
687,23,2,1,18,0.885,2.481,1,NBA003,18.7
688,45,2,9,69,0.707,3.916,0,NBA026,6.7
689,45,2,2,29,0.443,1.123,0,NBA019,5.4
690,33,1,6,21,0.567,1.008,0,NBA014,7.5
691,21,1,1,16,0.141,0.867,0,NBA001,6.3
692,40,1,6,36,0.391,0.365,1,NBA009,2.1
693,40,2,3,28,0.553,2.107,0,NBA002,9.5
694,56,1,11,59,4.673,4.177,0,NBA020,15
695,26,1,2,22,0.237,1.171,,NBA005,6.4
696,29,1,6,46,1.17,1.314,0,NBA004,5.4
697,29,2,6,65,1.985,9.975,0,NBA010,18.4
698,39,1,13,27,0.966,1.194,0,NBA009,8
699,27,2,1,23,0.285,2.567,0,NBA000,12.4
700,25,1,1,15,0.371,1.339,1,NBA006,11.4
701,36,5,5,20,0.729,0.891,0,NBA012,8.1
702,35,1,7,39,1.702,4.577,1,NBA005,16.1
703,25,2,4,33,0.553,1.163,0,NBA006,5.2
704,21,2,2,20,0.291,0.609,1,NBA000,4.5
705,23,1,2,16,0.805,0.731,1,NBA002,9.6
706,32,1,14,73,3.752,2.672,0,NBA007,8.8
707,34,1,0,20,2.049,1.371,0,NBA010,17.1
708,38,1,5,20,0.091,0.208,,NBA004,1.5
709,39,1,22,73,3.727,6.712,0,NBA009,14.3
710,46,1,1,21,1.377,1.731,1,NBA015,14.8
711,35,2,10,98,4.875,8.159,0,NBA016,13.3
712,33,4,9,28,0.377,0.827,0,NBA010,4.3
713,30,2,12,68,2.857,10.811,0,NBA009,20.1
714,54,3,21,118,9.6,7.392,0,NBA020,14.4
715,42,2,5,41,0.355,1.039,0,NBA003,3.4
716,28,1,9,22,5.283,0.811,1,NBA000,27.7
717,35,1,9,34,0.398,1.302,0,NBA001,5
718,41,3,16,135,1.277,4.663,0,NBA022,4.4
719,41,1,16,49,0.431,0.353,0,NBA022,1.6
720,53,4,5,78,6.936,6.558,1,NBA029,17.3
721,28,1,4,26,1.295,2.215,0,NBA007,13.5
722,35,1,5,32,0.175,3.985,0,NBA005,13
723,42,1,7,25,1.629,0.921,0,NBA012,10.2
724,33,1,11,35,0.506,5.059,,NBA006,15.9
725,27,3,0,50,1.044,6.306,,NBA004,14.7
726,48,2,30,148,3.975,6.681,0,NBA014,7.2
727,33,1,2,44,0.525,0.839,0,NBA014,3.1
728,37,1,6,31,1.701,1.926,1,NBA010,11.7
729,31,1,5,23,0.046,0.414,,NBA007,2
730,35,3,10,39,1.602,2.454,0,NBA015,10.4
731,48,2,6,66,2.316,5.67,0,NBA001,12.1
732,34,1,16,75,3.955,3.845,0,NBA003,10.4
733,23,2,2,48,0.511,3.089,,NBA002,7.5
734,41,2,8,43,0.086,0.215,0,NBA021,0.7
735,52,1,33,139,2.288,5.496,,NBA023,5.6
736,39,1,6,61,0.563,2.914,0,NBA009,5.7
737,46,1,1,20,0.809,1.991,0,NBA012,14
738,33,2,4,55,2.16,1.69,0,NBA009,7
739,34,3,2,39,1.143,4.005,0,NBA014,13.2
740,34,3,12,47,1.301,1.848,0,NBA008,6.7
741,40,1,9,33,4.881,0.729,,NBA009,17
742,45,3,16,80,0.912,1.488,0,NBA021,3
743,25,1,1,19,0.19,1.121,0,NBA001,6.9
744,31,2,6,32,3.341,4.051,1,NBA006,23.1
745,34,4,7,40,0.95,1.61,0,NBA015,6.4
746,45,1,23,50,0.559,1.541,0,NBA005,4.2
747,44,2,17,129,0.551,2.674,0,NBA000,2.5
748,35,1,13,42,0.769,6.623,,NBA004,17.6
749,22,2,0,14,0.242,2.152,,NBA000,17.1
750,26,3,3,40,1.896,2.424,,NBA001,10.8
751,38,1,6,18,0.131,2.209,0,NBA017,13
752,27,1,7,26,0.641,1.725,0,NBA004,9.1
753,29,1,11,36,0.709,1.487,0,NBA005,6.1
754,29,2,5,28,2.126,3.11,0,NBA007,18.7
755,22,1,4,24,1.636,2.108,1,NBA002,15.6
756,47,1,4,26,0.122,2.582,0,NBA002,10.4
757,27,2,5,25,0.706,0.995,0,NBA006,6.8
758,24,1,2,18,0.528,0.552,0,NBA005,6
759,52,1,17,73,1.054,5.297,,NBA004,8.7
760,26,1,3,29,2.527,4.926,1,NBA005,25.7
761,40,1,22,100,5.402,9.198,0,NBA001,14.6
762,33,2,12,58,3.084,7.588,0,NBA008,18.4
763,30,1,0,17,0.304,1.736,0,NBA011,12
764,39,2,16,69,1.061,0.595,0,NBA013,2.4
765,24,2,0,16,0.025,1.143,0,NBA005,7.3
766,27,4,0,70,1.618,3.982,1,NBA006,8
767,38,2,7,64,0.651,1.269,0,NBA004,3
768,36,1,9,40,1.976,1.944,0,NBA001,9.8
769,39,1,4,33,0.397,1.913,0,NBA015,7
770,43,1,13,76,2.151,2.485,1,NBA023,6.1
771,24,1,8,17,0.569,0.383,1,NBA000,5.6
772,21,1,5,25,0.367,1.883,0,NBA001,9
773,26,2,2,24,1.577,1.687,1,NBA006,13.6
774,43,1,11,37,0.18,0.301,0,NBA017,1.3
775,36,3,11,44,0.446,6.022,0,NBA012,14.7
776,43,1,15,62,0.694,5.134,,NBA021,9.4
777,35,2,11,62,9.703,10.385,,NBA001,32.4
778,34,2,10,33,0.574,2.561,0,NBA002,9.5
779,47,2,17,41,0.456,3.439,0,NBA023,9.5
780,48,1,0,30,2.663,4.027,0,NBA023,22.3
781,29,2,9,46,0.241,0.495,0,NBA000,1.6
782,36,1,7,43,1.04,1.626,0,NBA002,6.2
783,35,1,10,39,0.218,2.005,0,NBA016,5.7
784,39,1,13,38,1.897,1.485,0,NBA001,8.9
785,41,1,21,76,6.949,8.631,0,NBA002,20.5
786,29,3,1,30,0.279,1.071,0,NBA010,4.5
787,39,2,18,44,0.368,0.556,0,NBA009,2.1
788,33,1,12,32,2.105,1.511,0,NBA011,11.3
789,33,2,8,27,1.646,1,,NBA013,9.8
790,39,1,0,39,1.066,2.015,0,NBA008,7.9
791,40,2,8,57,0.878,2.314,0,NBA019,5.6
792,53,1,33,324,7.053,15.627,,NBA025,7
793,34,1,15,67,3.741,5.103,0,NBA000,13.2
794,29,3,7,84,6.912,4.512,1,NBA002,13.6
795,30,1,0,17,0.447,0.182,1,NBA011,3.7
796,38,3,3,25,0.312,0.613,0,NBA018,3.7
797,25,4,0,24,1.597,1.307,1,NBA006,12.1
798,26,2,6,35,0.086,0.579,0,NBA000,1.9
799,25,2,5,35,1.969,3.806,,NBA005,16.5
800,29,1,8,24,0.47,1.138,0,NBA010,6.7
801,28,1,5,22,0.14,0.476,0,NBA009,2.8
802,48,1,30,101,1.875,4.589,0,NBA008,6.4
803,26,1,0,14,0.302,0.748,1,NBA000,7.5
804,36,1,4,23,1.327,2.422,0,NBA010,16.3
805,30,1,12,38,0.171,3.059,0,NBA010,8.5
806,41,1,1,19,0.242,0.594,0,NBA016,4.4
807,34,3,13,52,1.497,3.287,0,NBA007,9.2
808,25,3,3,54,1.163,2.833,,NBA002,7.4
809,45,1,17,62,2.437,6.863,0,NBA000,15
810,22,1,4,19,1.887,2.502,1,NBA003,23.1
811,32,1,13,25,0.596,1.279,,NBA011,7.5
812,21,2,1,17,0.555,1.23,,NBA000,10.5
813,34,1,6,20,0.042,0.198,0,NBA001,1.2
814,31,1,10,49,3.237,1.565,1,NBA012,9.8
815,33,1,7,22,0.631,0.777,0,NBA000,6.4
816,40,2,2,36,0.278,1.09,0,NBA001,3.8
817,36,2,6,27,0.262,0.98,1,NBA015,4.6
818,30,2,2,26,0.249,0.739,,NBA002,3.8
819,35,2,0,35,2.383,1.957,,NBA006,12.4
820,36,1,7,40,1.695,2.265,0,NBA017,9.9
821,37,1,4,24,0.419,2.989,,NBA010,14.2
822,32,1,16,38,0.694,7.286,0,NBA010,21
823,45,1,3,20,0.105,0.315,0,NBA015,2.1
824,27,4,0,25,1.419,1.756,1,NBA000,12.7
825,41,2,4,26,1.473,3.519,1,NBA014,19.2
826,32,2,12,116,4.027,2.585,,NBA011,5.7
827,48,1,13,50,6.114,9.286,1,NBA020,30.8
828,50,1,1,26,1.852,1.866,0,NBA026,14.3
829,45,3,0,22,0.03,0.894,0,NBA019,4.2
830,33,2,2,37,0.834,0.831,0,NBA009,4.5
831,33,1,13,52,2.714,8.362,1,NBA003,21.3
832,27,2,8,18,0.401,1.741,0,NBA007,11.9
833,36,2,7,43,2.649,3.973,0,NBA016,15.4
834,30,4,7,30,0.264,4.446,0,NBA010,15.7
835,28,2,3,36,0.384,2.712,0,NBA001,8.6
836,21,3,0,41,2.367,5.628,,NBA001,19.5
837,23,2,3,24,0.552,0.96,0,NBA004,6.3
838,23,1,7,22,0.849,2.319,0,NBA003,14.4
839,26,1,10,25,1.306,0.469,0,NBA001,7.1
840,31,1,8,22,0.37,1.104,0,NBA001,6.7
841,38,3,13,25,0.343,1.082,0,NBA018,5.7
842,29,3,7,63,0.572,2.893,0,NBA001,5.5
843,32,1,14,36,0.273,0.591,0,NBA000,2.4
844,32,2,8,45,0.982,0.683,0,NBA002,3.7
845,41,1,7,43,0.694,1.198,0,NBA011,4.4
846,27,1,5,26,0.548,1.22,,NBA007,6.8
847,28,2,7,34,0.359,2.021,0,NBA002,7
848,25,4,0,18,2.802,3.21,1,NBA001,33.4
849,32,1,12,28,0.116,0.696,0,NBA012,2.9
850,52,1,16,64,1.866,3.638,0,NBA025,8.6
